,pdbid,-logKd/Ki,resolution
9921,6d8e,6.47,2.54
9922,6ilz,6.47,3.26
9923,6np3,6.47,1.15
9924,6ntj,6.47,1.9
9925,6pxc,6.47,1.6
9926,6qzb,6.47,2
9927,1c50,6.48,2.3
9928,1f4g,6.48,1.75
9929,1gpn,6.48,2.35
9930,1q9m,6.48,2.3
9931,1rpj,6.48,1.8
9932,2f89,6.48,2.6
9933,2hz0,6.48,2.1
9934,2nqg,6.48,2.04
9935,2oz5,6.48,2
9936,2q2n,6.48,1.8
9937,2w6p,6.48,1.85
9938,2w71,6.48,1.99
9939,2wnj,6.48,1.8
9940,2x24,6.48,2.4
9941,2y5l,6.48,2.2
9942,3cph,6.48,2.9
9943,3g3r,6.48,2
9944,3gsm,6.48,2.4
9945,3ieo,6.48,2
9946,3nc9,6.48,2.4
9947,3ogx,6.48,2.8
9948,3p3u,6.48,1.5
9949,4.00E+67,6.48,2.1
9950,4kon,6.48,2.6
9951,4mg8,6.48,1.85
9952,4n7e,6.48,2.7
9953,4nat,6.48,1.72
9954,4pvv,6.48,2.5
9955,4q0a,6.48,1.9
9956,4q3t,6.48,2.14
9957,4yoi,6.48,1.82
9958,5etq,6.48,1.96
9959,5fq9,6.48,1.5
9960,5gic,6.48,2.35
9961,5-May,6.48,1.65
9962,5mfs,6.48,1.57
9963,5wgq,6.48,2.3
9964,5yve,6.48,3.4
9965,5yyf,6.48,1.9
9966,6a73,6.48,2.45
9967,6bx6,6.48,2.9
9968,6e7v,6.48,2.6
9969,6ek3,6.48,1.6
9970,6fe0,6.48,1.91
9971,6hvr,6.48,2.7
9972,6ql1,6.48,1.42
9973,1dl7,6.49,2.35
9974,1fsw,6.49,1.9
9975,1ru2,6.49,1.48
9976,1s4d,6.49,2.7
9977,1x11,6.49,2.5
9978,2h02,6.49,2.3
9979,2qf6,6.49,3.1
9980,2ygu,6.49,2.6
9981,3ara,6.49,1.7
9982,3bft,6.49,2.27
9983,3bum,6.49,2
9984,3h0j,6.49,2.8
9985,3mho,6.49,1.15
9986,3mj5,6.49,2.63
9987,3muf,6.49,2.3
9988,3nw3,6.49,2.5
9989,3qar,6.49,2.65
9990,3qel,6.49,2.6
9991,3s0b,6.49,1.22
9992,3u6a,6.49,2.2
9993,3u8h,6.49,2.3
9994,3wut,6.49,2.3
9995,4brx,6.49,2.05
9996,4d8s,6.49,2.4
9997,4eoy,6.49,2.22
9998,4gv8,6.49,2.1
9999,4hw3,6.49,2.4
10000,4mwb,6.49,2.31
10001,4v11,6.49,1.95
10002,4yee,6.49,2
10003,4z68,6.49,1.86
10004,5ar7,6.49,2.71
10005,5cu4,6.49,1.56
10006,5h19,6.49,1.9
10007,5i2f,6.49,1.25
10008,5nw2,6.49,2.2
10009,5nxq,6.49,2.41
10010,5oq7,6.49,2.1
10011,5tuo,6.49,2.5
10012,5vd0,6.49,2.13
10013,5vnd,6.49,2.2
10014,5xhz,6.49,1.32
10015,6dqb,6.49,1.79
10016,6fky,6.49,2.98
10017,6fpu,6.49,1.36
10018,6ftw,6.49,2.16
10019,6hv5,6.49,3
10020,6q54,6.49,1.4
10021,6qz6,6.49,1.9
10022,6qz7,6.49,2.2
10023,1xa5,6.5,2.12
10024,2g72,6.5,2
10025,2gj4,6.5,1.6
10026,2weg,6.5,1.1
10027,3bwj,6.5,2.3
10028,3qcs,6.5,2.49
10029,4ith,6.5,2.25
10030,4kzu,6.5,2.1
10031,4mme,6.5,2.5
10032,4mw4,6.5,2.5
10033,4oc0,6.5,1.85
10034,4qws,6.5,3
10035,4yxi,6.5,0.96
10036,5kew,6.5,2.1
10037,5tt8,6.5,2.4
10038,6o5t,6.5,2.1
10039,6rfw,6.5,2.18
10040,1h3c,6.51,2.9
10041,1vwf,6.51,1.92
10042,2jdh,6.51,1.1
10043,2jkt,6.51,3.4
10044,2usn,6.51,2.2
10045,2wtc,6.51,3
10046,2xjj,6.51,1.9
10047,2y56,6.51,3.59
10048,3cj4,6.51,2.07
10049,3gds,6.51,2.85
10050,3hf8,6.51,1.85
10051,3hv4,6.51,2.6
10052,3k5u,6.51,2.35
10053,3r93,6.51,2.06
10054,3wmc,6.51,2.1
10055,4bo9,6.51,2.9
10056,4e3o,6.51,1.6
10057,4fut,6.51,2
10058,4hlg,6.51,2
10059,4nka,6.51,2.19
10060,4zbi,6.51,2.5
10061,5fdp,6.51,2.25
10062,5j31,6.51,2.4
10063,5jvi,6.51,1.12
10064,5kqf,6.51,1.98
10065,5lgt,6.51,3
10066,5t8o,6.51,2.41
10067,6bix,6.51,2.2
10068,6faf,6.51,1.99
10069,6idz,6.51,2.71
10070,6if0,6.51,1.8
10071,6nyv,6.51,2.43
10072,1alw,6.52,2.03
10073,1ct8,6.52,2.2
10074,1esz,6.52,2
10075,1g74,6.52,1.7
10076,1gt4,6.52,2.1
10077,1h28,6.52,2.8
10078,1j80,6.52,2.1
10079,1k3q,6.52,NMR
10080,1k9s,6.52,2
10081,1m21,6.52,1.8
10082,1mqh,6.52,1.8
10083,1qy1,6.52,1.7
10084,1rsd,6.52,2.5
10085,1w1d,6.52,1.5
10086,1zhy,6.52,1.6
10087,2f9b,6.52,2.54
10088,2fx8,6.52,2.2
10089,2gz7,6.52,1.86
10090,2h4g,6.52,2.5
10091,2ima,6.52,1.94
10092,2jql,6.52,NMR
10093,2nn7,6.52,1.85
10094,2nt7,6.52,2.1
10095,2ntf,6.52,3.18
10096,2o4h,6.52,2.7
10097,2off,6.52,2.2
10098,2oxy,6.52,1.81
10099,2pfy,6.52,1.95
10100,2rc8,6.52,1.45
10101,2v3e,6.52,2
10102,2vev,6.52,1.8
10103,2w0p,6.52,1.9
10104,2w73,6.52,1.45
10105,2x2k,6.52,2.6
10106,2zft,6.52,1.76
10107,3bva,6.52,1.05
10108,3c10,6.52,2
10109,3dx3,6.52,1.42
10110,3g2v,6.52,2.1
10111,3hio,6.52,2
10112,3hjo,6.52,1.95
10113,3hzv,6.52,1.9
10114,3ljj,6.52,1.55
10115,3o9p,6.52,2.07
10116,3p4q,6.52,3.35
10117,3qkk,6.52,2.3
10118,3rwf,6.52,2.6
10119,3uo4,6.52,2.45
10120,3zm6,6.52,1.84
10121,4aig,6.52,2
10122,4bo3,6.52,2.5
10123,4bqx,6.52,1.79
10124,4dko,6.52,1.98
10125,4dkr,6.52,1.8
10126,4ez5,6.52,2.7
10127,4ezo,6.52,1.9
10128,4fiv,6.52,1.8
10129,4krs,6.52,2.29
10130,4loj,6.52,1.77
10131,4nj3,6.52,1.85
10132,4og5,6.52,1.63
10133,4pvt,6.52,2
10134,4qme,6.52,1.6
10135,4qps,6.52,1.8
10136,4r0i,6.52,1.9
10137,4rxd,6.52,2
10138,4tzn,6.52,3.12
10139,4tzq,6.52,2.3
10140,4uj1,6.52,1.77
10141,4ydq,6.52,2.3
10142,4zeb,6.52,1.89
10143,5al4,6.52,1.9
10144,5est,6.52,2.09
10145,5etr,6.52,1.32
10146,5fcw,6.52,1.98
10147,5fqb,6.52,1.9
10148,5g60,6.52,1.99
10149,5ien,6.52,2.09
10150,5kau,6.52,1.95
10151,5nw0,6.52,2.3
10152,5o7n,6.52,1.5
10153,5wap,6.52,2.2
10154,5wfm,6.52,2.25
10155,5zia,6.52,2.6
10156,6axk,6.52,2.1
10157,6biv,6.52,2.9
10158,6e7w,6.52,2.67
10159,6eum,6.52,1.18
10160,6fbv,6.52,3.5
10161,6fkp,6.52,2
10162,6hx1,6.52,2.14
10163,6iez,6.52,1.9
10164,6nkp,6.52,2.03
10165,6o6g,6.52,2.4
10166,6ovc,6.52,NMR
10167,6pek,6.52,4.2
10168,6rj5,6.52,1.89
10169,2p7g,6.53,2.1
10170,3ama,6.53,1.75
10171,3wtj,6.53,2.24
10172,3wtk,6.53,2.69
10173,4mmf,6.53,2.7
10174,4qvl,6.53,2.8
10175,5a0e,6.53,1.25
10176,5alm,6.53,2
10177,6kdx,6.53,2.44
10178,1d3q,6.54,2.9
10179,1drv,6.54,2.2
10180,1h39,6.54,2.8
10181,1hvy,6.54,1.9
10182,1o3l,6.54,1.4
10183,1vyz,6.54,2.21
10184,1zz3,6.54,1.76
10185,2evc,6.54,1.6
10186,2h21,6.54,2.45
10187,2jdk,6.54,1.1
10188,2zfs,6.54,1.51
10189,2zhd,6.54,1.94
10190,2zns,6.54,2
10191,3b8z,6.54,1.4
10192,3d0b,6.54,1.74
10193,3exf,6.54,3
10194,3fuz,6.54,1.65
10195,3g4k,6.54,1.95
10196,3hii,6.54,2.15
10197,3jvs,6.54,1.9
10198,3mxc,6.54,2
10199,3piy,6.54,2.55
10200,3pvu,6.54,2.48
10201,3sl8,6.54,2.6
10202,3sr4,6.54,2.5
10203,4a4v,6.54,2
10204,4aqh,6.54,2.4
10205,4btx,6.54,2.78
10206,4ht2,6.54,1.45
10207,4leq,6.54,1.41
10208,4p0b,6.54,2.7
10209,4pl3,6.54,2.9
10210,4ps5,6.54,1.4
10211,4pv5,6.54,2.3
10212,4rfr,6.54,1.5
10213,4u90,6.54,2
10214,4uac,6.54,1.6
10215,4uu8,6.54,2.9
10216,4w9k,6.54,2.1
10217,5cfa,6.54,1.45
10218,5cqu,6.54,2.35
10219,5hk9,6.54,1.8
10220,5lsy,6.54,1.62
10221,5n69,6.54,2.45
10222,5wdw,6.54,2.3
10223,5z5v,6.54,1.66
10224,5zh2,6.54,2.66
10225,6ajh,6.54,2.82
10226,6eeh,6.54,1.63
10227,6gfs,6.54,2
10228,6mo1,6.54,3
10229,6oio,6.54,1.7
10230,6q8k,6.54,2.29
10231,6u8o,6.54,1.6
10232,1dhj,6.55,1.8
10233,1h3a,6.55,2.85
10234,1hmr,6.55,1.4
10235,1hp5,6.55,2.1
10236,1n4h,6.55,2.1
10237,1q4k,6.55,2.3
10238,1umw,6.55,1.9
10239,1yc4,6.55,1.81
10240,1yda,6.55,2.1
10241,2bok,6.55,1.64
10242,2fgh,6.55,2.8
10243,2i3v,6.55,2.4
10244,2n27,6.55,NMR
10245,2uw6,6.55,2.23
10246,2xxr,6.55,1.6
10247,3cho,6.55,1.8
10248,3s0e,6.55,1.6
10249,4clb,6.55,1.6
10250,4frj,6.55,1.95
10251,4iue,6.55,2.38
10252,4k42,6.55,2.9
10253,4o9s,6.55,2.3
10254,4og3,6.55,2.01
10255,4qp8,6.55,2.45
10256,4tkf,6.55,2.6
10257,4x2s,6.55,4.21
10258,5cxi,6.55,2
10259,5he1,6.55,3.15
10260,5he3,6.55,2.74
10261,5hyx,6.55,2.6
10262,5ijj,6.55,1.95
10263,5jaz,6.55,1.4
10264,5nt0,6.55,1.75
10265,5ovh,6.55,2.3
10266,5sym,6.55,1.55
10267,5tpx,6.55,2.1
10268,5twh,6.55,2.5
10269,5wzs,6.55,2.3
10270,5z95,6.55,1.2
10271,6aqq,6.55,2.71
10272,6bnt,6.55,3.2
10273,6bu3,6.55,1.15
10274,6e5t,6.55,1.55
10275,6e9w,6.55,2.96
10276,6ea2,6.55,1.35
10277,6fzg,6.55,2.1
10278,2khh,6.56,NMR
10279,2zq2,6.56,1.4
10280,4db7,6.56,2.5
10281,4lbu,6.56,1.17
10282,4lnb,6.56,1.75
10283,5h5o,6.56,2.12
10284,5oaj,6.56,2.47
10285,5u2e,6.56,1.99
10286,5yyb,6.56,2.48
10287,6df1,6.56,2.3
10288,6f3b,6.56,1.4
10289,6hmb,6.56,1.04
10290,6hv0,6.56,2.73
10291,6k05,6.56,1.94
10292,1ft4,6.57,2.9
10293,1gzv,6.57,3.51
10294,1sld,6.57,2.5
10295,1ujk,6.57,1.9
10296,1wva,6.57,1.94
10297,1y2c,6.57,1.67
10298,1zub,6.57,NMR
10299,2c6l,6.57,2.3
10300,2cv3,6.57,1.9
10301,2fqy,6.57,1.9
10302,2hzl,6.57,1.4
10303,2lbm,6.57,NMR
10304,2m3z,6.57,NMR
10305,2pwc,6.57,1.78
10306,2r9b,6.57,2.8
10307,3cgf,6.57,3
10308,3cm7,6.57,3.1
10309,3il6,6.57,2.5
10310,3lc5,6.57,2.62
10311,3ove,6.57,1.82
10312,3qox,6.57,2.3
10313,3rbm,6.57,2.61
10314,3sax,6.57,1.1
10315,3tfn,6.57,2.07
10316,3wci,6.57,2.3
10317,4byj,6.57,2.75
10318,4fs4,6.57,1.74
10319,4ge5,6.57,2
10320,4jgv,6.57,3.01
10321,4l0i,6.57,2.3
10322,4la7,6.57,1.98
10323,4mzo,6.57,1.47
10324,4nnn,6.57,2.5
10325,4py2,6.57,2.15
10326,4x68,6.57,1.68
10327,4zum,6.57,1.42
10328,5aln,6.57,2
10329,5c7n,6.57,1.75
10330,5er2,6.57,1.8
10331,5evz,6.57,1.85
10332,5g1a,6.57,1.42
10333,5jnl,6.57,1.6
10334,5lpr,6.57,2.13
10335,5nwk,6.57,3.3
10336,5vcy,6.57,1.56
10337,6biz,6.57,2.1
10338,6bky,6.57,2.17
10339,6cw8,6.57,1.9
10340,6ecz,6.57,2.21
10341,6hkm,6.57,2.47
10342,6ink,6.57,1.7
10343,6oiq,6.57,1.75
10344,6s9c,6.57,2.73
10345,6te6,6.57,1.98
10346,1k1i,6.58,2.2
10347,2p7z,6.58,2.5
10348,3pb9,6.58,1.12
10349,3sd5,6.58,3.2
10350,4cd4,6.58,1.2
10351,5em5,6.58,2.65
10352,5itd,6.58,3.02
10353,6sal,6.58,1.61
10354,1b58,6.59,1.8
10355,1c2t,6.59,2.1
10356,1c3e,6.59,2.1
10357,1fiv,6.59,2
10358,1hk3,6.59,2.8
10359,1izi,6.59,2.15
10360,1mq1,6.59,NMR
10361,1n7i,6.59,2.8
10362,1qr3,6.59,1.6
10363,2byh,6.59,1.9
10364,2.00E+91,6.59,2.14
10365,2pvh,6.59,2.2
10366,2pwr,6.59,1.5
10367,2v7d,6.59,2.5
10368,2xzq,6.59,2.4
10369,3gs6,6.59,2.3
10370,3kah,6.59,2.3
10371,3kdt,6.59,2.7
10372,3opr,6.59,1.65
10373,3t8v,6.59,1.8
10374,3tl0,6.59,2.05
10375,3uvn,6.59,1.79
10376,3wcl,6.59,2.24
10377,4bnz,6.59,2.5
10378,4dea,6.59,2.45
10379,4j51,6.59,2.3
10380,4li0,6.59,3.3
10381,4q3s,6.59,2.11
10382,4qmq,6.59,1.77
10383,4qnb,6.59,2
10384,4rn0,6.59,1.76
10385,4xas,6.59,2.35
10386,5akh,6.59,2.1
10387,5ddd,6.59,2.14
10388,5e0a,6.59,2.6
10389,5ew0,6.59,1.3
10390,5gjf,6.59,2.89
10391,5jsm,6.59,2.19
10392,5kbr,6.59,2.36
10393,5l4i,6.59,1.45
10394,5v3x,6.59,1.94
10395,5vja,6.59,2.46
10396,6dq8,6.59,1.46
10397,6dud,6.59,1.66
10398,6ea1,6.59,1.82
10399,6fag,6.59,1.79
10400,6hvu,6.59,2.9
10401,6j06,6.59,2.65
10402,6n3z,6.59,2.24
10403,6qwa,6.59,1.06
10404,1ad8,6.6,2
10405,1b38,6.6,2
10406,1d8e,6.6,3
10407,1g7g,6.6,2.2
10408,1gwr,6.6,2.4
10409,1jzs,6.6,2.5
10410,1kwr,6.6,2.25
10411,1vot,6.6,2.5
10412,1zpc,6.6,2.6
10413,2a4z,6.6,2.9
10414,2c5x,6.6,2.9
10415,2c5y,6.6,2.25
10416,2euk,6.6,1.85
10417,2f7p,6.6,1.28
10418,2gg2,6.6,1
10419,2gg5,6.6,2.12
10420,2gtk,6.6,2.1
10421,2j4g,6.6,2.25
10422,2jdp,6.6,1.3
10423,2wly,6.6,2.4
10424,2xhx,6.6,2.8
10425,2y77,6.6,1.5
10426,3cwk,6.6,1.6
10427,3dgl,6.6,1.8
10428,3dln,6.6,1.91
10429,3ejs,6.6,1.35
10430,3eju,6.6,1.32
10431,3eyl,6.6,3
10432,3ip6,6.6,1.4
10433,3jzp,6.6,1.74
10434,3lxe,6.6,1.9
10435,3mpt,6.6,1.89
10436,3tu1,6.6,1.6
10437,3v3q,6.6,2.22
10438,4bib,6.6,2.43
10439,4bie,6.6,2.36
10440,4ci1,6.6,2.98
10441,4dkq,6.6,1.89
10442,4efu,6.6,2
10443,4f08,6.6,2.82
10444,4h75,6.6,2.1
10445,4mr5,6.6,1.63
10446,4mr6,6.6,1.67
10447,4muk,6.6,1.9
10448,4oc1,6.6,1.75
10449,4pnk,6.6,2.56
10450,4qk4,6.6,2.81
10451,4qr4,6.6,1.28
10452,4wpf,6.6,2.2
10453,4x8o,6.6,2.1
10454,4xii,6.6,2.7
10455,4ybi,6.6,1.84
10456,4zzd,6.6,2.35
10457,5alk,6.6,2.33
10458,5f00,6.6,1.95
10459,5i88,6.6,1.4
10460,5igq,6.6,3.9
10461,5j19,6.6,2
10462,5k48,6.6,1.74
10463,5l7e,6.6,1.86
10464,5lma,6.6,1.43
10465,5lqf,6.6,2.06
10466,5mb1,6.6,1.65
10467,5nw1,6.6,2.1
10468,5wtt,6.6,2.7
10469,5z7j,6.6,1.98
10470,6bh5,6.6,1.65
10471,6c2y,6.6,2.74
10472,6ccq,6.6,1.92
10473,6d5g,6.6,1.92
10474,6eis,6.6,2.36
10475,6fvm,6.6,1.63
10476,6g4m,6.6,2.63
10477,6hdo,6.6,2.61
10478,6i17,6.6,1.56
10479,6imt,6.6,1.48
10480,3f7u,6.61,2
10481,3kig,6.61,1.39
10482,3mo2,6.61,2.49
10483,3qpo,6.61,1.8
10484,3rjm,6.61,2.55
10485,4nnw,6.61,2.6
10486,4qw3,6.61,2.9
10487,5ai9,6.61,1.8
10488,5o87,6.61,2.2
10489,6a8g,6.61,2.53
10490,6cmr,6.61,2.21
10491,6d19,6.61,1.45
10492,6fsy,6.61,1.34
10493,6gfy,6.61,2.7
10494,6nj0,6.61,1.83
10495,1afk,6.62,1.7
10496,1ii5,6.62,1.6
10497,1jd5,6.62,1.9
10498,1kkq,6.62,3
10499,1s3k,6.62,1.9
10500,1soj,6.62,2.9
10501,1tkz,6.62,2.81
10502,1xnz,6.62,1.52
10503,2cnf,6.62,2.2
10504,2ews,6.62,2.05
10505,2j7b,6.62,1.87
10506,2jgs,6.62,1.9
10507,2vwc,6.62,2.4
10508,2vww,6.62,1.9
10509,2w0j,6.62,2.05
10510,2zb0,6.62,2.1
10511,2zq1,6.62,1.68
10512,3aav,6.62,1.7
10513,3iu9,6.62,1.75
10514,3ka2,6.62,1.4
10515,3ljo,6.62,1.5
10516,3m93,6.62,2.9
10517,3opm,6.62,2.72
10518,3ozp,6.62,2
10519,3umx,6.62,2.55
10520,4btk,6.62,2
10521,4er1,6.62,2
10522,4gfo,6.62,2.3
10523,4ixv,6.62,2.3
10524,4mpn,6.62,1.75
10525,4rd0,6.62,1.71
10526,4txc,6.62,1.95
10527,4unq,6.62,2.3
10528,4x8n,6.62,2.1
10529,4y94,6.62,2.4
10530,4znx,6.62,2.1
10531,5ejl,6.62,2.3
10532,5l6h,6.62,2.3
10533,5m55,6.62,2.4
10534,5mw3,6.62,2.09
10535,5o9h,6.62,2.7
10536,5op2,6.62,1.9
10537,5q0j,6.62,2
10538,5syn,6.62,1.64
10539,5t1l,6.62,2.48
10540,5t37,6.62,1.76
10541,5ugd,6.62,1.38
10542,5unj,6.62,1.96
10543,5v42,6.62,1.99
10544,5w10,6.62,2.15
10545,5wjj,6.62,1.6
10546,5yjp,6.62,1.8
10547,6.00E+91,6.62,1.8
10548,6eqv,6.62,1.9
10549,6g38,6.62,1.47
10550,6ind,6.62,1.87
10551,8lpr,6.62,2.25
10552,2exc,6.63,2.75
10553,2qlq,6.63,2.33
10554,2x7t,6.63,1.89
10555,2yfe,6.63,2
10556,3arb,6.63,2.7
10557,3f8f,6.63,2.2
10558,3os3,6.63,2.8
10559,3wf8,6.63,1.98
10560,4eyr,6.63,1.8
10561,4jg1,6.63,1.55
10562,4k77,6.63,2.4
10563,4l0v,6.63,1.7
10564,4lyw,6.63,1.95
10565,4nw7,6.63,2.15
10566,4pv7,6.63,3.24
10567,4rsc,6.63,1.8
10568,4xip,6.63,1.7
10569,4xrq,6.63,1.95
10570,5jt9,6.63,1.26
10571,5u2c,6.63,3.3
10572,6b97,6.63,1.76
10573,6djc,6.63,1.46
10574,6elp,6.63,1.85
10575,6ft4,6.63,1.34
10576,6jno,6.63,2.65
10577,6rtn,6.63,2.17
10578,1lcp,6.64,1.65
10579,1sln,6.64,2.27
10580,1tmm,6.64,1.25
10581,2b1g,6.64,2.1
10582,2d3z,6.64,1.8
10583,2gej,6.64,2.6
10584,2h96,6.64,3
10585,2jdo,6.64,1.8
10586,2kpl,6.64,NMR
10587,2oi3,6.64,NMR
10588,2srt,6.64,NMR
10589,2wap,6.64,2.8
10590,2wbd,6.64,2.4
10591,2wi6,6.64,2.18
10592,2za0,6.64,1.7
10593,3b26,6.64,2.1
10594,3cf1,6.64,4.4
10595,3eoc,6.64,3.2
10596,3fee,6.64,1.56
10597,3g76,6.64,3
10598,3zy5,6.64,1.96
10599,4cc6,6.64,2.01
10600,4e8z,6.64,3.05
10601,4io8,6.64,2.58
10602,4jit,6.64,2.8
10603,4rxe,6.64,2.5
10604,5abp,6.64,1.8
10605,5i2e,6.64,1.6
10606,5iz6,6.64,2.15
10607,5jap,6.64,2.46
10608,5jat,6.64,2.04
10609,5ko1,6.64,2.16
10610,5l3j,6.64,2.83
10611,5lcj,6.64,1.78
10612,5nk8,6.64,1.76
10613,5nu3,6.64,1.75
10614,5ul1,6.64,3
10615,5y8w,6.64,1.76
10616,6czv,6.64,1.88
10617,6d4v,6.64,2.02
10618,6dxx,6.64,2.7
10619,6jij,6.64,2.65
10620,6nsx,6.64,2
10621,6nyw,6.64,2.19
10622,6qw9,6.64,1.04
10623,6saf,6.64,2.05
10624,2j75,6.65,1.85
10625,2pre,6.65,2.7
10626,3eio,6.65,2
10627,3mzc,6.65,1.5
10628,3zpr,6.65,2.7
10629,4hww,6.65,1.3
10630,4yha,6.65,2.2
10631,6cwn,6.65,1.53
10632,6guf,6.65,2.65
10633,1a4r,6.66,2.5
10634,1cps,6.66,2.25
10635,1elc,6.66,1.75
10636,1h3h,6.66,NMR
10637,1o3p,6.66,1.81
10638,1pxp,6.66,2.3
10639,1wur,6.66,1.82
10640,2c5n,6.66,2.1
10641,2c8x,6.66,2.17
10642,2j7w,6.66,2.6
10643,2v5x,6.66,2.25
10644,2vx1,6.66,1.65
10645,2xj7,6.66,2
10646,2y5k,6.66,2.1
10647,2yz3,6.66,2.3
10648,2zm1,6.66,2.1
10649,3iej,6.66,2.18
10650,3lnj,6.66,2.4
10651,3lp2,6.66,2.8
10652,3ow6,6.66,1.8
10653,3pwd,6.66,2.2
10654,3shv,6.66,2.1
10655,3uat,6.66,2.7
10656,3zj6,6.66,2.4
10657,4bjb,6.66,2.3
10658,4.00E+96,6.66,1.92
10659,4izm,6.66,4.5
10660,4j08,6.66,2.1
10661,4jr3,6.66,2.7
10662,4jv6,6.66,1.87
10663,4ps1,6.66,1.73
10664,4v27,6.66,1.9
10665,4y24,6.66,2.32
10666,4yqu,6.66,1.94
10667,4z2g,6.66,2.6
10668,4z7h,6.66,2.9
10669,4zjw,6.66,2.5
10670,5cls,6.66,1.75
10671,5cy9,6.66,1.55
10672,5g6u,6.66,1.84
10673,5m6f,6.66,2.39
10674,5mja,6.66,2.14
10675,5mz3,6.66,2.15
10676,5n9t,6.66,1.73
10677,5nxi,6.66,1.16
10678,5u06,6.66,2.1
10679,5wyx,6.66,2.4
10680,5wzt,6.66,2.4
10681,6aps,6.66,1.76
10682,6bfw,6.66,1.84
10683,6bh0,6.66,1.99
10684,6biy,6.66,2.05
10685,6c5q,6.66,2.4
10686,6dar,6.66,1.88
10687,6e7m,6.66,2.7
10688,6fa2,6.66,2.6
10689,6g6y,6.66,1.8
10690,6g6z,6.66,2.8
10691,6giu,6.66,1.39
10692,6htt,6.66,1.75
10693,6idg,6.66,2
10694,6iph,6.66,1.65
10695,6k4x,6.66,1.17
10696,6nk1,6.66,1.55
10697,6p14,6.66,1.93
10698,2etm,6.67,2.3
10699,3ew2,6.67,2.3
10700,3g19,6.67,1.85
10701,4yl1,6.67,1.41
10702,5aad,6.67,3.1
10703,5cav,6.67,2.73
10704,5fho,6.67,2.3
10705,5o11,6.67,2.4
10706,5op5,6.67,1.9
10707,6b1k,6.67,1.17
10708,6bbx,6.67,2.2
10709,6ee6,6.67,1.5
10710,6hvv,6.67,2.7
10711,6plf,6.67,1.7
10712,1bdr,6.68,2.8
10713,1c5x,6.68,1.75
10714,1mai,6.68,1.9
10715,1oiu,6.68,2
10716,1zeo,6.68,2.5
10717,2cm7,6.68,2.1
10718,2fqw,6.68,1.71
10719,2iwx,6.68,1.5
10720,2of2,6.68,2
10721,2ony,6.68,2.6
10722,2qbs,6.68,2.1
10723,2qp6,6.68,1.45
10724,2rcu,6.68,1.78
10725,2wf0,6.68,1.6
10726,2wtd,6.68,2.75
10727,3dab,6.68,1.9
10728,3ddq,6.68,1.8
10729,3fhr,6.68,1.9
10730,3ie3,6.68,1.8
10731,3lpf,6.68,2.26
10732,3o75,6.68,2.3
10733,3qa2,6.68,2.52
10734,3su1,6.68,1.4
10735,3ttj,6.68,2.1
10736,3ws8,6.68,2.6
10737,3zhx,6.68,2
10738,4acm,6.68,1.63
10739,4ca8,6.68,1.99
10740,4ew2,6.68,1.6
10741,4h39,6.68,1.99
10742,4h4e,6.68,1.7
10743,4l2g,6.68,2.05
10744,4q6r,6.68,2.4
10745,4qmz,6.68,1.88
10746,4rrs,6.68,1.8
10747,4ttv,6.68,2.8
10748,4wpn,6.68,1.95
10749,5h0e,6.68,2.1
10750,5h6v,6.68,2.42
10751,5l2w,6.68,2.8
10752,5n8v,6.68,1.55
10753,5o4f,6.68,2.1
10754,5t90,6.68,2.8
10755,5wzv,6.68,2.2
10756,5y0f,6.68,1.54
10757,5y5t,6.68,1.8
10758,6ayi,6.68,2.09
10759,6bgw,6.68,1.64
10760,6i96,6.68,1.85
10761,6mo2,6.68,2.8
10762,2jew,6.69,1.4
10763,2xn5,6.69,1.7
10764,3wf7,6.69,1.85
10765,4b4m,6.69,2.35
10766,4d8i,6.69,1.38
10767,4mm6,6.69,3.1
10768,5a6x,6.69,1.55
10769,5alf,6.69,2.32
10770,5ejv,6.69,2.58
10771,5fs5,6.69,1.42
10772,5ho6,6.69,1.97
10773,5m0s,6.69,2.1
10774,5yhe,6.69,2.47
10775,5z66,6.69,1.8
10776,6ee4,6.69,1.58
10777,1a09,6.7,2
10778,1a50,6.7,2.3
10779,1b0h,6.7,1.9
10780,1b3g,6.7,2
10781,1dfo,6.7,2.4
10782,1eld,6.7,2
10783,1f3e,6.7,1.85
10784,1fo3,6.7,1.75
10785,1gca,6.7,1.7
10786,1hp0,6.7,2.1
10787,1i7i,6.7,2.35
10788,1jq3,6.7,1.8
10789,1ke3,6.7,2.15
10790,1kf6,6.7,2.7
10791,1koj,6.7,1.9
10792,1lfo,6.7,2.3
10793,1mwn,6.7,NMR
10794,1nki,6.7,0.95
10795,1nms,6.7,1.7
10796,1p10,6.7,2.25
10797,1rdt,6.7,2.4
10798,1rek,6.7,2.3
10799,1unl,6.7,2.2
10800,1xdd,6.7,2.2
10801,1xr8,6.7,2.3
10802,1z6q,6.7,2.03
10803,2a5s,6.7,1.7
10804,2emt,6.7,2.8
10805,2eum,6.7,2.3
10806,2evl,6.7,2.2
10807,2fwy,6.7,2.1
10808,2is0,6.7,2.2
10809,2j2i,6.7,1.9
10810,2kup,6.7,NMR
10811,2lcs,6.7,NMR
10812,2lkk,6.7,NMR
10813,2ow0,6.7,2
10814,2oxx,6.7,2.3
10815,2py4,6.7,1.49
10816,2va7,6.7,2.2
10817,2x7d,6.7,2.3
10818,2xx5,6.7,2
10819,3c7n,6.7,3.12
10820,3eko,6.7,1.55
